date,temperature,rainfall,wind,storm
2024-01-01,24.50231450130258,0.624665093113064,30.441904930298655,1
2024-01-02,22.247919216888885,1.8350408201997261,28.764956274902183,1
2024-01-03,23.37356069714614,10.045992488594761,11.695194941844433,0
2024-01-04,27.31494518948232,0.63205391552685,15.862660489751184,0
2024-01-05,25.87210197372002,0.07635219548029552,0.5983308729469661,0
2024-01-06,38.28043927314698,15.726447835951577,12.118236837840271,0
2024-01-07,21.576588979374083,2.741051086639789,32.859016279787156,1
2024-01-08,28.48208811407433,3.203619118050486,11.596153108277559,0
2024-01-09,31.120626310843846,5.253310528331743,24.56155387968885,0
2024-01-10,31.714500553609223,0.2882809202907721,31.454390594484753,1
2024-01-11,19.614066825641437,6.900133685143794,10.477042341256938,0
2024-01-12,20.82878397212069,1.6841153590488118,34.87894116297236,1
2024-01-13,28.83852072291299,0.5660121639964847,29.045418305543432,1
2024-01-14,35.36715762006259,0.8107452834909356,5.951264526253784,0
2024-01-15,33.60932562595581,4.707462635592025,32.22880618899763,1
2024-01-16,17.00396626967582,1.3254241371970292,3.9465023986534717,0
2024-01-17,29.30181756749498,2.1786488180577703,34.11071820207463,1
2024-01-18,13.448253601990324,4.145570981538856,21.418067817849423,0
2024-01-19,42.09584047411843,2.21417180001302,34.969595668797915,1
2024-01-20,35.007325201870174,1.0840473821968957,8.701809889727903,0
2024-01-21,28.060950917841183,3.307553921405602,7.874592339192679,0
2024-01-22,16.9059231876894,1.3611394809660375,34.18394488223346,1
2024-01-23,22.879339238052392,1.3162350079408034,22.656846386921973,0
2024-01-24,27.68626062827491,0.5033540138347842,32.875878653011625,1
2024-01-25,29.480168979253786,4.876298275326817,26.09145351608748,0
2024-01-26,35.543875328849424,1.1681099307226908,33.36473008157895,1
2024-01-27,27.37692580577621,1.296440076858324,5.464259884172517,0
2024-01-28,18.286028981555816,7.610927924056919,8.427974124204923,0
2024-01-29,19.62655372725285,2.0611561664963673,11.769457650051988,0
2024-01-30,32.333750169457616,12.545811609104431,0.024914764751723384,0
2024-01-31,33.526002826413865,1.3930695818928964,5.1925365376339405,0
2024-02-01,34.40729690984382,0.0007742472124425061,0.3767202929851504,0
2024-02-02,24.280486256417458,0.9757887027016792,5.516845115338447,0
2024-02-03,26.982437202652022,1.7517410002438385,19.719053066016183,0
2024-02-04,18.93386189348324,3.8742479375877603,13.135690336897495,0
2024-02-05,29.34346387884816,4.024047102084494,2.609156576126606,0
2024-02-06,23.35577152784922,5.600841339849152,24.637205768695853,0
2024-02-07,14.400742087450292,0.11677754390224655,7.247633957661101,0
2024-02-08,25.714030705945806,0.919908641062974,32.40126809258257,1
2024-02-09,16.099219775987745,1.120311128956505,31.63942604866734,1
2024-02-10,13.822908941179683,8.525813303834129,12.74947563710061,0
2024-02-11,22.41544523452934,4.813978012658148,5.167282366631531,0
2024-02-12,16.948134746840445,1.27972848621111,33.5105305904631,1
2024-02-13,10.82992446593898,0.8718183765447055,17.63602432686118,0
2024-02-14,30.45618543940624,5.45296226329726,17.302877238824358,0
2024-02-15,23.938374092222148,1.2725694988765692,22.511940549070502,0
2024-02-16,30.51043619111389,9.061191594871326,22.65175951451076,0
2024-02-17,36.108628091272664,6.437482193348935,0.299884814447241,0
2024-02-18,28.60682035454842,2.987590081235256,21.319512848868605,0
2024-02-19,29.4972986229037,5.858800367018465,4.797406676056784,0
2024-02-20,34.810232820581575,1.4454919184592159,9.945849892265707,0
2024-02-21,18.797514915797375,1.1801483186383899,28.622309535632045,1
2024-02-22,37.8746991354456,1.0798209031828359,30.87083220916976,1
2024-02-23,38.98044836602743,4.896946330460082,26.147595780039218,0
2024-02-24,29.181871957305102,2.7242597489663516,21.82678969353859,0
2024-02-25,28.77081054199209,10.786473858450789,7.795681658857115,0
2024-02-26,10.1980903484986,1.2255179176831614,10.012185786592033,0
2024-02-27,23.33280537270409,2.2724002223485624,27.642899281204503,0
2024-02-28,16.41603100491016,7.94025261348661,6.581804499829753,0
2024-02-29,33.70624130851532,9.895799919122938,8.120320609413714,0
2024-03-01,25.402251358575285,12.389275268717917,26.982362562785582,0
2024-03-02,22.036652038751754,3.6326696028652234,30.81995783161477,1
2024-03-03,15.369909119133471,0.9392307337743159,17.189584995193986,0
2024-03-04,35.43801309230888,0.751321202947092,19.841287883461302,0
2024-03-05,21.8538218092385,2.230936438361347,11.340747507242366,0
2024-03-06,35.67557875772171,3.213549163851287,3.903638043783228,0
2024-03-07,20.90361997136784,2.518843230909489,19.125089393873328,0
2024-03-08,46.93322312635104,9.63462106940988,9.799622170237347,0
2024-03-09,42.24285546898466,2.7644494370787873,1.4354915571902571,0
2024-03-10,35.06334346103024,1.5906241487114974,32.61625247812995,1
2024-03-11,17.862659344807188,5.950914694016541,24.902274988329687,0
2024-03-12,31.03128509768314,14.742249285842517,11.208368913992285,0
2024-03-13,4.453117347540257,4.01484672636702,20.028986138788504,0
2024-03-14,34.18054268298884,16.29023858301587,30.146888894173813,1
2024-03-15,22.738014625777762,6.322459499856597,34.74779393448045,1
2024-03-16,20.98581167983645,7.292078192193487,20.579426275594436,0
2024-03-17,25.987253697338705,5.870324986716365,8.338320055425756,0
2024-03-18,25.802140285054143,11.47757465604957,2.7680618209379766,0
2024-03-19,30.72808917744844,1.5344532788892857,18.99597979877048,0
2024-03-20,28.16237717143602,0.06664232827153163,0.5520877546309505,0
2024-03-21,25.173469090218692,3.3310713513376937,32.62338243971244,1
2024-03-22,11.787567667542882,3.6210273541389384,11.476597370692259,0
2024-03-23,29.305813731406644,3.2434032324340047,7.1200424168564815,0
2024-03-24,25.630375588585178,11.720992377721483,5.847536805454232,0
2024-03-25,29.372358923840707,5.49678431356735,11.659936377569059,0
2024-03-26,14.025203428038608,0.5568896332238524,15.746093909745552,0
2024-03-27,19.933257312565,0.7785520205394948,9.001159149050974,0
2024-03-28,21.13733289409477,0.7461958905429844,5.817679852185505,0
2024-03-29,26.41956100524621,0.8239248055406608,18.074383015835757,0
2024-03-30,21.937971478749322,2.656290732364553,9.476466660151841,0
2024-03-31,29.572289902287853,6.027409521735781,13.076278501289888,0
2024-04-01,28.3318551673846,1.8668178750995819,20.172539064559817,0
2024-04-02,31.7535529371372,0.5423887057298992,16.197924248247062,0
2024-04-03,27.50985439689086,3.418333371272974,18.202333149180873,0
2024-04-04,28.359549344667595,6.17145100768613,0.11391489224846785,0
2024-04-05,37.38398828294543,2.3907643590091796,24.10647739743409,0
2024-04-06,33.057877756777394,0.3802653450672504,28.317746769655198,1
2024-04-07,30.999620845706048,5.641870751086624,8.97800915802376,0
2024-04-08,23.596672068551197,5.101553672365682,31.98850996708031,1
2024-04-09,25.808641410974815,5.833149015103247,11.504759270297326,0
2024-04-10,18.745739236689865,9.370394115729985,0.3099717117603973,0
2024-04-11,10.722409339562569,9.916397575968123,10.501721299181364,0
2024-04-12,23.812091650348176,0.11638980604280089,2.3628608031235543,0
2024-04-13,22.584427446532924,1.5939070538428584,12.787134193954842,0
2024-04-14,16.61767520095823,5.634092374154007,33.23806910449897,1
2024-04-15,28.154766399882128,10.255266289682691,20.15936025266771,0
2024-04-16,26.694883868540728,2.5985104030670487,8.880800371060534,0
2024-04-17,33.346138814581295,0.05005591554272076,30.41579212514083,1
2024-04-18,27.78931287815467,12.705097063472051,29.796559402096143,1
2024-04-19,26.67608823170739,3.166062236030333,19.975933292681358,0
2024-04-20,19.560958739697927,0.07991627589780333,13.201885291868376,0
2024-04-21,31.917214082908416,2.6374963340246635,15.477455481431166,0
2024-04-22,22.95664536367009,7.8040663251908535,29.00535440786748,1
2024-04-23,40.58606959553835,3.0778172645823556,29.679996647248515,1
2024-04-24,20.984483942683326,15.906518221875515,31.014362558674755,1
2024-04-25,39.12363957239255,5.6937447192743855,12.001731783683656,0
2024-04-26,28.213367568946556,0.6818291331649436,12.7903253483457,0
2024-04-27,37.494392161132744,2.5176717957967516,31.488396728236555,1
2024-04-28,-6.159028575842978,0.6832662814897392,31.128032414034628,1
2024-04-29,30.996063411716975,9.810666206485767,0.06394456461530196,0
2024-04-30,10.096067116947994,2.3453342651418856,29.49563363185457,1
2024-05-01,21.278496866442048,4.907177799755388,32.87770405950335,1
2024-05-02,31.599169421625252,0.10201559830572773,12.152497459212302,0
2024-05-03,24.40731414658955,0.19725387436529881,21.895988213124234,0
2024-05-04,45.6739468872081,1.6607551812510188,13.492350530891672,0
2024-05-05,29.758166497303893,3.995513201139469,13.963926693337147,0
2024-05-06,23.161685567197043,2.289391819881729,8.719318538382524,0
2024-05-07,13.312103389308373,0.07142623555565623,24.040573752551023,0
2024-05-08,29.17449380675484,8.726206140050534,30.610769462754103,1
2024-05-09,20.72994780944116,6.4776768546616905,2.105839249771835,0
2024-05-10,31.228195934217364,0.21971606314425116,32.091904955801894,1
2024-05-11,12.049802008874174,1.9966467504861938,1.634441122561439,0
2024-05-12,27.42973160980499,5.473242257625765,26.76018706598218,0
2024-05-13,19.496188267718544,1.4097933087149688,34.47482079790641,1
2024-05-14,14.216020316197424,6.48582018062014,17.757550371802754,0
2024-05-15,22.095683300240434,1.300228614582418,19.585841798833606,0
2024-05-16,32.30849261931973,13.072509645382599,18.300112677750068,0
2024-05-17,39.443771896522165,5.675882530128464,27.628127976669113,0
2024-05-18,24.344152642483426,3.0298560520555804,30.39212540173967,1
2024-05-19,17.764485262928048,9.135063618502333,26.288991422127594,0
2024-05-20,24.955608263758496,0.6861528088233011,33.82738296553794,1
2024-05-21,30.0027518493651,2.1988189490778938,14.810559330771719,0
2024-05-22,37.71733149325986,13.25580805728172,9.022973687785566,0
2024-05-23,28.684182810048657,3.842207177250318,12.897017074112483,0
2024-05-24,19.32286951847452,0.21705137633665644,15.42386439860312,0
2024-05-25,25.44417611710513,2.1415781759054693,34.77321313722452,1
2024-05-26,38.76800116899715,5.47685182343824,12.250513828582458,0
2024-05-27,34.70506693273152,2.4941162798097793,0.3427056718558086,0
2024-05-28,28.17499591688339,2.5971604353137043,15.011900860157137,0
2024-05-29,40.12428131319395,1.0134544375732015,1.8272386097479776,0
2024-05-30,14.238763204769434,0.9274950026549535,31.015964111450867,1
2024-05-31,23.810710156160045,0.20400134311794565,19.4732521438626,0
2024-06-01,15.487020642980248,15.835215274607753,5.381927264966322,0
2024-06-02,29.730527250055605,0.49405888537656656,34.055075835421825,1
2024-06-03,20.081175621910063,2.048367863331303,27.86378609812127,0
2024-06-04,28.312429042468978,0.10002379678981788,11.56634578101989,0
2024-06-05,26.322052622552008,7.377564691300882,12.44936093873036,0
