timestamp,zone,vehicles,avg_speed,congestion,flow_index
2024-01-01 00:00:00,C,26,49.3167724645886,0,1282.2360840793037
2024-01-01 00:15:00,B,16,13.573755140296777,1,217.18008224474843
2024-01-01 00:30:00,A,23,40.17519034118514,0,924.0293778472583
2024-01-01 00:45:00,A,22,67.70166311527997,0,1489.4365885361594
2024-01-01 01:00:00,A,22,20.180842833077634,1,443.97854232770794
2024-01-01 01:15:00,A,28,27.92745115737832,0,781.968632406593
2024-01-01 01:30:00,A,23,39.541762420037685,0,909.4605356608668
2024-01-01 01:45:00,A,34,35.249452055917985,0,1198.4813699012116
2024-01-01 02:00:00,A,22,32.563680950670715,0,716.4009809147558
2024-01-01 02:15:00,D,19,37.76373760546804,0,717.5110145038927
2024-01-01 02:30:00,B,20,52.88074844837516,0,1057.614968967503
2024-01-01 02:45:00,C,27,46.499980440656195,0,1255.4994718977173
2024-01-01 03:00:00,D,28,27.45753928219381,0,768.8110999014267
2024-01-01 03:15:00,A,16,12.689018709201445,1,203.02429934722312
2024-01-01 03:30:00,C,31,34.1340326280324,0,1058.1550114690044
2024-01-01 03:45:00,B,25,12.119498991185585,1,302.9874747796396
2024-01-01 04:00:00,B,22,25.806461051248192,0,567.7421431274602
2024-01-01 04:15:00,B,17,69.72626841452879,0,1185.3465630469893
2024-01-01 04:30:00,B,22,12.59256182758786,1,277.0363602069329
2024-01-01 04:45:00,C,18,19.8117262369799,1,356.6110722656382
2024-01-01 05:00:00,D,25,28.894576420624198,0,722.364410515605
2024-01-01 05:15:00,D,23,65.23859327692162,0,1500.4876453691973
2024-01-01 05:30:00,C,27,25.90292088178863,0,699.3788638082931
2024-01-01 05:45:00,A,36,34.11634271256147,0,1228.1883376522128
2024-01-01 06:00:00,D,20,33.7558369045673,0,675.1167380913461
2024-01-01 06:15:00,B,23,64.09266854247176,0,1474.1313764768504
2024-01-01 06:30:00,C,30,47.63109392208184,0,1428.9328176624551
2024-01-01 06:45:00,C,22,24.444382147289545,1,537.77640724037
2024-01-01 07:00:00,A,30,58.61833555313073,0,1758.5500665939219
2024-01-01 07:15:00,A,25,65.34302651898996,0,1633.5756629747489
2024-01-01 07:30:00,B,23,50.047700730638596,0,1151.0971168046876
2024-01-01 07:45:00,D,21,63.07655983430669,0,1324.6077565204405
2024-01-01 08:00:00,A,22,42.15643944003152,0,927.4416676806934
2024-01-01 08:15:00,B,19,30.476583769538188,0,579.0550916212255
2024-01-01 08:30:00,B,27,27.33953546699465,0,738.1674576088556
2024-01-01 08:45:00,C,23,39.84789467443392,0,916.50157751198
2024-01-01 09:00:00,A,33,23.49595568056891,1,775.366537458774
2024-01-01 09:15:00,C,31,16.450986566610602,1,509.9805835649287
2024-01-01 09:30:00,C,28,72.75030404623624,0,2037.0085132946147
2024-01-01 09:45:00,D,29,56.10474834828896,0,1627.0377021003799
2024-01-01 10:00:00,D,24,76.55196803009733,0,1837.2472327223359
2024-01-01 10:15:00,C,29,13.146241905698826,1,381.24101526526596
2024-01-01 10:30:00,D,21,71.92255926698617,0,1510.3737446067096
2024-01-01 10:45:00,B,29,29.28046112557026,0,849.1333726415376
2024-01-01 11:00:00,D,26,47.7483625837157,0,1241.4574271766082
2024-01-01 11:15:00,D,17,61.28324240711884,0,1041.8151209210203
