transaction_date,channel,amount,customer_segment,risk_score,fraud
2024-01-01 00:00:00,POS,118.25529266221066,High,0.7093808685934564,0
2024-01-01 01:00:00,POS,399.83225685961264,Low,0.13440393703329556,0
2024-01-01 02:00:00,ATM,1.5798963802853803,Medium,0.8674378655765302,0
2024-01-01 03:00:00,POS,154.43480231585448,Medium,0.13901226651212728,0
2024-01-01 04:00:00,ATM,50.186434177185,High,0.5340997531688023,0
2024-01-01 05:00:00,POS,26.386254484288727,High,0.9137747487608288,0
2024-01-01 06:00:00,ATM,228.39309864509207,High,0.2755364484507792,0
2024-01-01 07:00:00,Online,55.11450924642343,Medium,0.09516877469069751,0
2024-01-01 08:00:00,ATM,160.18042813517056,Medium,0.46547343916262274,0
2024-01-01 09:00:00,POS,252.27489740325933,High,0.31761465592787264,0
2024-01-01 10:00:00,ATM,63.63117445012082,Medium,0.049922588064205464,0
2024-01-01 11:00:00,POS,51.0610389254243,Low,0.6927612597016819,0
2024-01-01 12:00:00,Online,38.03296636336795,High,0.275568799326518,0
2024-01-01 13:00:00,POS,32.15338969426589,Low,0.03143321474057059,0
2024-01-01 14:00:00,ATM,45.26742034376901,Medium,0.504350459778745,0
2024-01-01 15:00:00,POS,53.71485708400964,Medium,0.4729395375544104,0
2024-01-01 16:00:00,ATM,297.7594792531173,Low,0.9913322016977796,0
2024-01-01 17:00:00,ATM,113.25795881131634,Medium,0.8000592275977096,0
2024-01-01 18:00:00,POS,275.4841912434192,High,0.8140236815961605,0
2024-01-01 19:00:00,Online,61.7397994303843,Medium,0.9106219576743325,0
2024-01-01 20:00:00,POS,62.4848975717678,Low,0.7221925038938317,0
2024-01-01 21:00:00,POS,116.47037598392296,High,0.5994420597012635,0
2024-01-01 22:00:00,ATM,137.1697807941841,Medium,0.24117176734830825,0
2024-01-01 23:00:00,ATM,266.7756338730333,Medium,0.7828745544576513,0
2024-01-02 00:00:00,Online,7.001573321928732,Low,0.6478557822662585,0
2024-01-02 01:00:00,Online,138.81848091188508,Low,0.40611466106657523,0
2024-01-02 02:00:00,ATM,446.42030003663234,High,0.32327034610193006,0
2024-01-02 03:00:00,POS,214.43253954367287,Low,0.1319183155392104,0
2024-01-02 04:00:00,ATM,98.07580620521856,Low,0.36843008516373854,0
2024-01-02 05:00:00,POS,321.8033096670713,Medium,0.2755091150612141,0
2024-01-02 06:00:00,POS,744.022900203101,Medium,0.712477195318183,1
2024-01-02 07:00:00,ATM,216.25600238987667,Low,0.45648474954552964,0
2024-01-02 08:00:00,Online,36.01303957694237,Medium,0.32849528884701296,0
2024-01-02 09:00:00,POS,95.98479128329006,High,0.6878367408948779,0
2024-01-02 10:00:00,POS,152.66225610115322,High,0.07843282634797011,0
2024-01-02 11:00:00,ATM,138.66562748095632,High,0.5305673984388806,0
2024-01-02 12:00:00,Online,30.997646122117533,Medium,0.07602097371946515,0
2024-01-02 13:00:00,ATM,405.8418435600744,High,0.11855562335621506,0
2024-01-02 14:00:00,POS,158.81318465448632,Low,0.5427239912840905,0
2024-01-02 15:00:00,ATM,199.8323185325305,Low,0.07295613691874137,0
2024-01-02 16:00:00,ATM,678.7454425429501,Medium,0.7534430504763064,1
2024-01-02 17:00:00,Online,15.913692707899418,Low,0.006397164036027303,0
2024-01-02 18:00:00,Online,58.59549329773744,High,0.06468765211691807,0
2024-01-02 19:00:00,POS,420.6878384286067,High,0.8968778273748561,0
2024-01-02 20:00:00,Online,238.9930435499569,Medium,0.4339036186546297,0
2024-01-02 21:00:00,ATM,52.822537892822034,Low,0.006974077440398241,0
2024-01-02 22:00:00,ATM,398.5576063717645,High,0.2727493978961434,0
2024-01-02 23:00:00,ATM,99.98073073516032,Medium,0.533102078794357,0
2024-01-03 00:00:00,ATM,90.67223246391467,High,0.5374123069556764,0
2024-01-03 01:00:00,Online,15.150918221958182,High,0.5236853955968718,0
2024-01-03 02:00:00,Online,77.85530509637321,Medium,0.2310453343834583,0
2024-01-03 03:00:00,Online,80.903125823283,Medium,0.9152003862402421,0
2024-01-03 04:00:00,Online,100.2595782768475,Low,0.832288045971446,0
2024-01-03 05:00:00,POS,62.32773478977965,Low,0.96644208788891,0
2024-01-03 06:00:00,Online,77.81181522192348,Medium,0.23961909045510765,0
2024-01-03 07:00:00,ATM,54.57726389264427,Medium,0.4808533202167081,0
2024-01-03 08:00:00,POS,415.5219895762252,High,0.9510997453907929,0
2024-01-03 09:00:00,POS,11.018394147435075,Medium,0.9656211030246231,0
2024-01-03 10:00:00,ATM,448.80070149382453,Medium,0.4581277900952424,0
2024-01-03 11:00:00,Online,252.69242926382194,Medium,0.8966171240917793,0
2024-01-03 12:00:00,Online,221.0101998166957,Low,0.6915734888383429,0
2024-01-03 13:00:00,ATM,28.25883916120997,Low,0.07002961561440924,0
2024-01-03 14:00:00,POS,141.8603296395077,Medium,0.3287437571060461,0
2024-01-03 15:00:00,POS,193.29258263139397,Medium,0.20727294895564174,0
2024-01-03 16:00:00,POS,16.2504603806132,Medium,0.5959629922677477,0
2024-01-03 17:00:00,Online,171.12885893635507,Medium,0.8184517789516259,0
2024-01-03 18:00:00,POS,241.71116880157186,Low,0.030956632605032897,0
2024-01-03 19:00:00,Online,77.71277125728845,Low,0.10275584510628732,0
2024-01-03 20:00:00,ATM,11.35729845135742,Medium,0.5204557144291967,0
2024-01-03 21:00:00,Online,101.2946749112663,High,0.5471227178634498,0
2024-01-03 22:00:00,Online,11.116267640456536,Low,0.2176134758357251,0
2024-01-03 23:00:00,Online,47.086370165141275,High,0.9007433218421292,0
2024-01-04 00:00:00,ATM,227.27739990901645,Low,0.4616927016655733,0
2024-01-04 01:00:00,POS,379.63666118497446,Medium,0.9018889408887053,0
2024-01-04 02:00:00,Online,308.1803730998133,Medium,0.36254691002898065,0
2024-01-04 03:00:00,Online,260.19472931379994,Low,0.4719293278457296,0
2024-01-04 04:00:00,POS,409.86425778493845,Medium,0.37860114798803113,0
2024-01-04 05:00:00,Online,328.41281257449845,Medium,0.8650559425001807,0
2024-01-04 06:00:00,POS,28.57224523429283,Low,0.395205857983448,0
2024-01-04 07:00:00,POS,75.43394617496207,Medium,0.8776735237379866,0
2024-01-04 08:00:00,POS,78.08914114577881,Medium,0.8188260901581339,0
2024-01-04 09:00:00,POS,60.44145124839226,High,0.6004642757486001,0
2024-01-04 10:00:00,ATM,77.1420271081304,Low,0.5272866737198395,0
2024-01-04 11:00:00,POS,133.8899390315045,Low,0.561462655542983,0
