timestamp,building,floor,temperature,humidity,voltage,current,power_kw,energy_cost,anomaly
2024-01-01 00:00:00,A,7,27.19995965994949,30.050029805262426,226.50395773772718,4.193444571801822,0.9498317920669014,0.18996635841338028,0
2024-01-01 00:05:00,B,2,29.473899260861565,47.601214081118314,203.514342920797,4.900725118300529,0.9973678522863773,0.19947357045727546,0
2024-01-01 00:10:00,A,4,23.513676970862576,58.205277208335666,219.35958219009538,5.549077061411066,1.2172432257317738,0.24344864514635478,0
2024-01-01 00:15:00,B,7,30.511938216207632,76.50191142680949,203.59605540095558,6.916911544491985,1.4082559060158995,0.2816511812031799,0
2024-01-01 00:20:00,C,1,26.86907173279591,78.2166778852638,211.44842108513845,4.4360330009717135,0.9379921739370373,0.18759843478740745,0
2024-01-01 00:25:00,B,6,27.337405886481303,28.553030792126826,200.1667262593545,4.204280327076712,0.8415570293475537,0.16831140586951077,0
2024-01-01 00:30:00,B,4,24.66593531940922,51.52411001037349,223.9921578617678,5.127192645540303,1.1484509444475584,0.22969018888951168,0
2024-01-01 00:35:00,B,4,27.54086129911485,47.87028809594884,228.29953217129778,5.508535268356649,1.2575960247149174,0.25151920494298347,0
2024-01-01 00:40:00,C,2,25.88513459774325,59.45157254069426,212.89067336748047,6.124326713740966,1.303812038010763,0.2607624076021526,0
2024-01-01 00:45:00,B,2,20.35122008051456,65.00174395059446,227.0337197147381,4.100087765584397,0.9308581765775149,0.186171635315503,0
2024-01-01 00:50:00,A,9,21.03995626417959,33.52723404843699,220.71307618906468,4.027406788411976,0.8889013413351287,0.17778026826702575,0
2024-01-01 00:55:00,B,9,25.7530317113992,75.00242065066593,213.36535163211767,3.927160496979334,0.8379199803537575,0.1675839960707515,0
2024-01-01 01:00:00,B,5,18.255157703976092,61.383221570307605,223.55157978918035,4.456055803138065,0.9961583144202593,0.19923166288405186,0
2024-01-01 01:05:00,B,5,20.949170625313297,44.07740734463796,221.5880634171607,5.895836744848599,1.3064470465147375,0.26128940930294753,0
2024-01-01 01:10:00,B,5,16.45653485793236,78.09114019192333,241.08956883080816,5.080716895977045,1.2249078458025078,0.24498156916050157,0
2024-01-01 01:15:00,C,4,23.94909291585318,68.46931795722507,194.71275052797924,4.446373064969536,0.8657655293537396,0.17315310587074795,0
2024-01-01 01:20:00,B,9,19.835273798650967,70.71203815338424,219.2290039412797,5.4330209682309425,1.1910757752573566,0.23821515505147134,0
2024-01-01 01:25:00,C,4,29.038444060308557,37.777397346400384,225.61853951606327,5.31211356988951,1.1985113053819323,0.23970226107638648,0
2024-01-01 01:30:00,C,7,24.67493077514007,57.72754815953023,218.5998002959615,3.562077206813924,0.7786693660483202,0.15573387320966403,0
2024-01-01 01:35:00,C,2,26.61500488420927,51.050762065698095,217.1045874930398,4.055547274892453,0.8804779181740475,0.1760955836348095,0
2024-01-01 01:40:00,C,9,22.742296068189862,41.080879583422416,221.44733327169092,6.533576194722559,1.4468430250487128,0.28936860500974254,0
2024-01-01 01:45:00,A,8,28.19115994799097,41.98885649555295,205.3576526719799,6.068645490833797,1.246242792896024,0.2492485585792048,0
2024-01-01 01:50:00,B,9,20.360267389854748,37.95994373015659,218.01134832612956,5.823331975703305,1.2695524557737414,0.2539104911547483,0
2024-01-01 01:55:00,A,3,22.167763022589487,67.95802926510454,237.12002261096222,5.609427417993609,1.330107556189196,0.2660215112378392,0
2024-01-01 02:00:00,A,3,24.363330001170944,78.23125691726216,208.3740135557626,4.372180919052372,0.9110488860948656,0.18220977721897313,0
2024-01-01 02:05:00,B,8,24.60790237660319,27.667476407170554,209.4790228697177,4.015358564154084,0.8411333884905503,0.16822667769811006,0
2024-01-01 02:10:00,C,7,23.788398675236273,47.732190258309984,221.4814159997884,1.5068566409933775,0.33374074255589803,0.0667481485111796,0
2024-01-01 02:15:00,B,1,21.64145984670298,31.25913376050631,213.64538786753465,5.210394134444481,1.1131766757961186,0.22263533515922374,0
2024-01-01 02:20:00,B,5,18.34129039219694,21.076121775508152,235.63524883192483,6.106654654728591,1.4389430890976036,0.28778861781952075,0
2024-01-01 02:25:00,A,2,25.79111230109405,40.276285919443424,226.15244077737154,3.584353790075098,0.8106103582351057,0.16212207164702117,0
2024-01-01 02:30:00,C,6,29.913383648201613,59.09172592192685,201.02146626641166,3.3877813597196194,0.6810167763208557,0.13620335526417113,0
2024-01-01 02:35:00,C,1,22.81192848029857,25.20610489464127,220.20347450083247,4.299443845363972,0.9467524731703665,0.1893504946340733,0
2024-01-01 02:40:00,A,4,26.253734568922862,61.550259406183706,239.15608840600365,5.261795782957407,1.2583904974432987,0.25167809948865977,0
2024-01-01 02:45:00,C,7,22.801880552134435,49.48808833625163,233.78595225636832,4.165141427629403,0.9737515549407895,0.1947503109881579,0
2024-01-01 02:50:00,A,7,22.57830003957001,57.01920845038964,196.68022094575957,5.52128786533666,1.0859281172595556,0.21718562345191114,0
2024-01-01 02:55:00,B,8,29.916512133505964,39.43459389763313,216.0547219676249,2.166848955587961,0.46815794864539534,0.09363158972907908,0
2024-01-01 03:00:00,A,8,23.085122817257794,52.8317000576912,207.60327452795323,4.857622680350978,1.0084583748621163,0.20169167497242327,0
2024-01-01 03:05:00,A,8,23.37945725285702,61.895936144392074,209.6559586736759,2.6283043509024906,0.5510396683746552,0.11020793367493105,0
2024-01-01 03:10:00,C,9,21.726899096282633,68.31063004188464,224.76250670141363,4.8490829149077905,1.0898920311576725,0.21797840623153453,0
2024-01-01 03:15:00,A,8,29.6018483003748,52.226048965618155,197.8115497712793,4.13945168971314,0.818831353945497,0.16376627078909942,0
2024-01-01 03:20:00,C,3,29.159730203226257,68.14775413466344,223.24496691527895,3.9479970015668258,0.8813704599964066,0.17627409199928135,0
2024-01-01 03:25:00,C,3,24.093852572048633,52.195775236989725,212.30662433705652,4.37153010360047,0.9281047994832389,0.18562095989664779,0
2024-01-01 03:30:00,B,5,29.900881929998274,26.295083382115944,212.69000151664363,5.476334199215954,1.164761529136889,0.2329523058273778,0
2024-01-01 03:35:00,B,6,26.687770365608216,64.17137116692504,221.74738426961235,4.329088034081052,0.9599639478303518,0.19199278956607035,0
2024-01-01 03:40:00,A,6,20.032409541323428,49.15291208655111,218.25747607305576,4.223089962748272,0.921720956498893,0.1843441912997786,0
2024-01-01 03:45:00,B,5,21.20004820171313,62.139912186482434,217.85788258651473,5.830903953745509,1.2703083889283338,0.25406167778566674,0
2024-01-01 03:50:00,A,8,24.83674810218631,30.05392418285982,213.8757248131537,2.9216323835935203,0.6248662436786462,0.12497324873572924,0
